fighter_name,Height,Weight,Reach,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
Dmitri Stepanov,"6' 3""",217 lbs.,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Marc Stevens,"5' 9""",155 lbs.,,,,0.45,26%,1.79,46%,0.00,0%,0%,0.0
Aljamain Sterling,"5' 7""",135 lbs.,"71""",Orthodox,"Jul 31, 1989",4.84,49%,2.20,63%,1.77,24%,41%,0.9
Jeremy Stephens,"5' 9""",145 lbs.,"71""",Orthodox,"May 25, 1986",3.18,40%,3.06,58%,1.16,38%,65%,0.4
Joe Stevenson,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1982",2.05,44%,2.44,60%,2.75,44%,39%,2.2
Maia Stevenson,"5' 4""",115 lbs.,"62""",Orthodox,"Mar 19, 1982",1.57,54%,3.13,33%,3.91,100%,50%,0.0
Luke Stewart,"5' 11""",170 lbs.,,Orthodox,,3.75,56%,2.34,53%,3.75,33%,50%,1.9
Darren Stewart,"6' 0""",185 lbs.,"74""",Orthodox,"Dec 30, 1990",3.09,44%,3.09,50%,1.50,40%,65%,0.1
Alex Stiebling,"6' 2""",205 lbs.,,Southpaw,,1.77,42%,1.45,52%,0.35,66%,66%,0.7
Kyle Stewart,"6' 0""",170 lbs.,"76""",Orthodox,"Jan 31, 1989",1.41,35%,2.42,43%,1.32,20%,60%,0.0
Tyler Stinson,"6' 3""",170 lbs.,,,"Jan 17, 1986",2.80,23%,4.60,56%,0.50,100%,0%,0.5
Dan Stittgen,"6' 1""",170 lbs.,,Orthodox,"Nov 17, 1980",2.97,46%,4.42,37%,0.78,100%,100%,0.0
Lazar Stojadinovic,"5' 7""",145 lbs.,"68""",Southpaw,"Mar 22, 1989",1.82,29%,1.97,59%,0.00,0%,0%,0.0
Denis Stojnic,"6' 0""",245 lbs.,,Orthodox,"Feb 02, 1980",1.51,23%,6.06,36%,0.00,0%,80%,1.0
Julija Stoliarenko,"5' 7""",135 lbs.,"66""",,"Apr 08, 1993",2.10,34%,3.87,50%,0.00,0%,66%,0.5
Dustin Stoltzfus,"6' 0""",185 lbs.,"75""",Orthodox,"Nov 15, 1991",2.48,57%,3.93,48%,0.78,12%,62%,0.8
Niklas Stolze,"6' 1""",170 lbs.,"74""",Switch,"Dec 28, 1992",2.00,41%,1.93,56%,1.00,100%,66%,0.0
Ken Stone,"5' 8""",135 lbs.,"71""",Southpaw,"Oct 08, 1982",3.85,49%,2.90,48%,1.24,33%,60%,0.6
Ryan Stonitsch,"5' 9""",170 lbs.,,Southpaw,"Feb 03, 1977",2.53,36%,2.53,71%,0.00,0%,0%,0.0
George Stork,"5' 10""",185 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Darko Stosic,"6' 0""",205 lbs.,"76""",Orthodox,"Feb 09, 1992",2.61,45%,4.04,58%,3.42,50%,83%,0.0
Rick Story,"5' 9""",170 lbs.,"71""",Southpaw,"Aug 28, 1984",3.80,41%,2.17,62%,2.53,48%,63%,0.9
Greg Stott,"5' 7""",220 lbs.,,Southpaw,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Curtis Stout,"6' 1""",185 lbs.,,Southpaw,"Nov 07, 1973",0.69,67%,3.20,29%,0.00,0%,20%,0.0
Tim Stout,"5' 11""",185 lbs.,,,"Feb 09, 1979",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Sam Stout,"5' 9""",155 lbs.,"70""",Orthodox,"Apr 23, 1984",4.17,28%,4.08,57%,0.63,38%,77%,0.1
Jesse Strader,"5' 7""",135 lbs.,"70""",Orthodox,"May 29, 1991",7.12,56%,7.63,42%,0.00,0%,0%,0.0
Gennaro Strangis,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Gerald Strebendt,"5' 9""",155 lbs.,,Orthodox,"Mar 01, 1979",0.00,0%,4.00,38%,0.00,0%,0%,16.4
Dave Strasser,"5' 10""",170 lbs.,,Orthodox,"Jul 13, 1969",3.04,45%,1.88,59%,0.72,33%,33%,0.0
Daniel Straus,"5' 7""",145 lbs.,"71""",,"Jul 27, 1984",4.76,43%,2.99,57%,0.84,15%,81%,1.1
Sean Strickland,"6' 1""",185 lbs.,"76""",Orthodox,"Feb 27, 1991",5.09,38%,3.77,66%,1.26,60%,81%,0.4
Hans Stringer,"6' 3""",205 lbs.,,Orthodox,"Jul 06, 1987",3.16,61%,2.84,41%,2.40,36%,62%,0.0
Mark Striegl,"5' 8""",135 lbs.,"70""",Southpaw,"Jun 23, 1988",3.53,42%,21.18,25%,0.00,0%,0%,0.0
Josh Stuart,"5' 9""",160 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Stefan Struve,"6' 11""",265 lbs.,"84""",Orthodox,"Feb 18, 1988",3.12,47%,4.04,46%,0.56,46%,55%,1.7
Mike Stumpf,"5' 10""",170 lbs.,,,"Aug 01, 1986",3.34,43%,8.85,47%,1.59,25%,33%,0.8
Kyle Sturgeon,"6' 3""",225 lbs.,,Switch,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Masanori Suda,"5' 9""",183 lbs.,,Orthodox,,1.80,50%,1.20,63%,0.00,0%,60%,0.0
Tatiana Suarez,"5' 5""",115 lbs.,"66""",Southpaw,"Dec 19, 1990",4.82,65%,1.45,48%,6.47,62%,100%,0.6
Genki Sudo,"5' 9""",155 lbs.,,Orthodox,"Mar 08, 1978",1.55,39%,2.23,33%,3.58,60%,50%,4.2
Daisuke Sugie,"5' 6""",160 lbs.,,Orthodox,,0.00,0%,0.22,80%,3.27,50%,0%,3.3
Takashi Sugiura,"5' 11""",225 lbs.,,Southpaw,"May 31, 1970",1.37,40%,2.08,53%,1.33,66%,0%,0.0
Justin Sumter,"6' 2""",185 lbs.,"80""",Southpaw,"Nov 16, 1989",2.68,48%,7.64,34%,2.87,100%,0%,0.0
Magomed Sultanakhmedov,"6' 2""",185 lbs.,,Southpaw,,0.00,0%,2.40,42%,9.00,100%,0%,9.0
George Sullivan,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 13, 1981",3.53,39%,2.42,57%,1.37,20%,38%,0.7
Amar Suloev,"5' 9""",183 lbs.,,Orthodox,"Jul 01, 1976",1.98,37%,2.19,70%,0.27,100%,88%,0.3
Aji Susilo,"5' 10""",155 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Martin Svensson,"6' 1""",155 lbs.,,,"Apr 25, 1985",2.02,38%,5.91,38%,0.00,0%,0%,0.0
Daniel Swain,"5' 9""",145 lbs.,"70""",Orthodox,"Jan 30, 1991",0.80,44%,3.20,40%,0.00,0%,0%,6.0
Naho Sugiyuma,"5' 1""",105 lbs.,,,"Feb 03, 1978",2.59,48%,2.45,71%,2.05,100%,66%,0.0
Jason Suttie,"6' 0""",210 lbs.,,Orthodox,"Aug 07, 1973",2.07,83%,4.97,36%,0.00,0%,0%,0.0
Joel Sutton,"5' 11""",205 lbs.,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Cub Swanson,"5' 8""",145 lbs.,"70""",Orthodox,"Nov 02, 1983",4.64,50%,3.64,60%,1.09,51%,60%,0.5
Chad Sutton,"6' 1""",185 lbs.,,,"Aug 07, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kevin Syler,"5' 9""",155 lbs.,"71""",Switch,"Jul 29, 1993",5.60,69%,4.03,48%,1.00,40%,77%,2.0
Floyd Sword,"6' 0""",185 lbs.,,Orthodox,"Aug 24, 1976",0.78,42%,1.57,40%,0.00,0%,33%,0.0
Bentley Syler,"5' 4""",125 lbs.,,Orthodox,"Dec 22, 1982",1.30,18%,1.73,79%,0.00,0%,75%,0.0
Tony Sylvester,"6' 1""",225 lbs.,,Southpaw,"Jan 27, 1978",0.00,0%,10.12,12%,0.00,0%,0%,0.0
Mike Swick,"6' 1""",170 lbs.,"77""",Orthodox,"Jun 19, 1979",2.36,37%,2.29,54%,1.06,50%,61%,0.6
Leo Sylvest,"5' 11""",205 lbs.,,Orthodox,"Sep 03, 1973",0.00,0%,6.58,27%,0.00,0%,0%,0.0
Tim Sylvia,"6' 8""",265 lbs.,"80""",Orthodox,"Mar 05, 1976",4.23,41%,2.61,61%,0.11,100%,75%,0.1
Osamu Tachihikari,"6' 5""",300 lbs.,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Justin Tafa,"6' 0""",264 lbs.,"74""",Southpaw,"Dec 13, 1993",5.33,59%,4.60,46%,0.00,0%,100%,0.0
Eugenio Tadeu,"5' 8""",160 lbs.,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Amber Tackett,,115 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Joe Taimanglo,"5' 4""",135 lbs.,,,"Jun 27, 1984",4.18,42%,4.55,59%,5.45,40%,100%,1.4
Khalid Taha,"5' 5""",135 lbs.,"69""",Orthodox,"Feb 15, 1992",2.86,35%,4.26,43%,0.00,0%,61%,0.3
Mairbek Taisumov,"5' 9""",155 lbs.,"73""",Orthodox,"Aug 08, 1988",2.98,39%,3.03,64%,1.34,63%,88%,0.0
Nobuhiko Takada,"6' 0""",220 lbs.,,Southpaw,"Apr 12, 1962",0.31,24%,1.92,39%,1.15,20%,0%,0.0
Yoshiki Takahashi,"5' 11""",199 lbs.,,Southpaw,"Mar 13, 1969",2.26,51%,6.47,44%,0.00,0%,66%,2.3
Yoko Takahashi,"5' 8""",150 lbs.,,,"Apr 20, 1973",5.11,54%,8.78,48%,0.00,0%,0%,0.0
Yoshihiro Takayama,"6' 5""",280 lbs.,,Orthodox,"Sep 19, 1968",3.40,54%,5.69,29%,0.67,33%,55%,0.0
Daiju Takase,"6' 0""",170 lbs.,,Southpaw,"Apr 20, 1978",0.49,30%,1.64,47%,0.84,17%,21%,1.2
Makoto Takimoto,"5' 7""",205 lbs.,,Southpaw,"Dec 08, 1979",1.37,39%,1.71,55%,1.48,50%,25%,1.1
Hiroyuki Takaya,"5' 6""",139 lbs.,,Orthodox,"Jun 10, 1977",3.18,33%,3.16,60%,0.90,45%,66%,0.0
Nordine Taleb,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 10, 1981",3.66,51%,2.62,66%,1.94,76%,73%,0.0
Oleg Taktarov,"6' 0""",210 lbs.,,Orthodox,"Aug 26, 1967",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Tsuyoshi Tamakairiki,"6' 0""",220 lbs.,,Orthodox,,0.00,0%,26.67,50%,0.00,0%,0%,0.0
Akitoshi Tamura,"5' 9""",135 lbs.,"70""",Orthodox,"May 31, 1980",3.73,43%,1.94,78%,0.00,0%,20%,1.0
Akihito Tanaka,,,,Southpaw,,0.19,50%,2.05,38%,5.59,66%,0%,0.0
Jason Tan,"5' 10""",170 lbs.,,Orthodox,"Dec 17, 1981",0.69,29%,7.37,18%,0.00,0%,0%,0.0
Michinori Tanaka,"5' 5""",135 lbs.,"67""",Orthodox,"Oct 04, 1990",1.97,37%,1.99,50%,2.40,38%,43%,0.2
Eli Tamez,"5' 7""",135 lbs.,,,"Aug 22, 1985",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kiyoshi Tamura,"5' 11""",185 lbs.,,Southpaw,"Dec 17, 1969",2.44,53%,1.44,60%,0.58,60%,45%,0.2
Issei Tamura,"5' 5""",135 lbs.,"63""",Orthodox,"Mar 12, 1984",1.89,53%,4.58,44%,0.92,25%,33%,0.0
Evan Tanner,"6' 0""",185 lbs.,"74""",Orthodox,"Feb 11, 1971",3.05,59%,2.64,56%,2.55,43%,25%,1.3
Deividas Taurosevicius,"5' 9""",145 lbs.,"68""",Southpaw,"Aug 28, 1977",2.13,43%,1.82,59%,2.00,28%,50%,0.3
Jeremy Tavares,,135 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Gary Tapusoa,"5' 7""",185 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Manny Tapia,"5' 5""",135 lbs.,"67""",Orthodox,"Mar 14, 1981",2.69,21%,4.74,58%,0.49,40%,66%,0.2
Miesha Tate,"5' 6""",135 lbs.,"66""",Orthodox,"Aug 18, 1986",1.93,41%,2.71,50%,2.06,31%,52%,1.6
Thiago Tavares,"5' 7""",145 lbs.,"70""",Orthodox,"Nov 08, 1984",2.00,40%,2.31,62%,3.83,42%,62%,1.5
Paul Taylor,"6' 0""",155 lbs.,"72""",Orthodox,"Dec 15, 1979",4.44,47%,4.47,55%,0.27,25%,56%,0.5
Brad Tavares,"6' 1""",185 lbs.,"74""",Orthodox,"Dec 21, 1987",3.04,41%,2.73,56%,0.97,27%,79%,0.0
Anthony Taylor,"5' 7""",145 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jesse Taylor,"6' 0""",170 lbs.,"73""",Orthodox,"Jan 02, 1983",1.94,65%,0.55,38%,7.28,50%,100%,3.1
Louis Taylor,"5' 11""",185 lbs.,,Orthodox,"May 12, 1979",2.06,32%,1.24,68%,2.48,28%,100%,0.0
Torrance Taylor,"5' 7""",155 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Danielle Taylor,"5' 0""",115 lbs.,"60""",Orthodox,"Oct 25, 1989",2.75,29%,3.31,71%,0.20,20%,70%,0.2
Shawn Teed,"6' 5""",265 lbs.,,Orthodox,"Feb 13, 1992",1.40,42%,13.31,21%,0.00,0%,0%,0.0
J.T Taylor,"5' 10""",,,,,3.17,80%,3.70,26%,3.96,100%,0%,7.9
James Te Huna,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 29, 1981",4.04,51%,2.99,62%,2.75,37%,58%,0.2
John Teixeira,"5' 7""",145 lbs.,,Orthodox,"Nov 18, 1986",3.36,35%,3.20,63%,1.00,27%,71%,0.7
Tra Telligman,"6' 2""",233 lbs.,,Orthodox,"Feb 07, 1965",1.83,35%,3.02,56%,0.87,100%,80%,0.0
Ewerton Teixeira,"6' 1""",242 lbs.,,,"Feb 13, 1982",2.00,39%,3.22,35%,0.00,0%,33%,0.0
Taneisha Tennant,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1989",5.67,55%,3.40,71%,0.00,0%,100%,0.0
Glover Teixeira,"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979",3.75,47%,3.84,54%,2.04,40%,60%,1.0
Herman Terrado,,170 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Dave Terrel,"5' 8""",170 lbs.,,Southpaw,"May 10, 1978",2.62,43%,2.80,48%,3.28,38%,100%,0.0
David Terrell,"6' 1""",185 lbs.,,Southpaw,"Jan 09, 1978",2.34,63%,2.71,37%,5.54,50%,0%,5.5
Jeff Terry,"6' 2""",205 lbs.,,,,1.09,50%,9.27,19%,0.00,0%,100%,0.0
Daniel Teymur,"5' 5""",145 lbs.,"69""",Orthodox,"Feb 03, 1988",3.08,46%,3.93,56%,0.56,18%,60%,0.3
David Teymur,"5' 9""",155 lbs.,"73""",Southpaw,"May 01, 1989",4.69,43%,3.53,55%,0.94,33%,77%,0.0
James Terry,"5' 10""",170 lbs.,,Orthodox,"Mar 16, 1981",3.23,32%,4.77,64%,3.31,36%,75%,0.0
Motonobu Tezuka,"5' 7""",135 lbs.,,Southpaw,"Aug 29, 1987",0.87,23%,2.80,51%,1.50,11%,0%,0.5
Jason Thacker,"5' 10""",185 lbs.,,Orthodox,"Aug 18, 1975",0.63,33%,17.05,32%,0.00,0%,0%,0.0
Brandon Thatch,"6' 2""",170 lbs.,"74""",Switch,"Jul 11, 1985",2.70,42%,3.63,52%,1.36,66%,50%,0.7
Elias Theodorou,"6' 1""",185 lbs.,"75""",Orthodox,"May 31, 1988",4.19,42%,2.39,53%,1.27,28%,59%,0.0
Nik Theotikos,,185 lbs.,,Orthodox,,0.00,0%,5.48,19%,0.00,0%,0%,4.8
Din Thomas,"5' 9""",155 lbs.,,Orthodox,"Sep 28, 1976",1.85,37%,2.60,59%,1.38,52%,76%,1.2
Ryan Thomas,"6' 0""",170 lbs.,,Orthodox,"Nov 05, 1984",2.01,36%,4.17,30%,5.59,33%,0%,2.2
Joel Thomas ,"5' 10""",170 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Noah Thomas,"5' 9""",135 lbs.,,Orthodox,"Mar 27, 1981",0.44,13%,4.99,33%,0.00,0%,0%,1.3
Paulo Thiago,"5' 11""",170 lbs.,"74""",Orthodox,"Jan 25, 1981",1.71,39%,1.99,63%,1.42,31%,63%,1.2
Treston Thomison,"5' 8""",145 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Nick Thompson,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 23, 1981",1.87,42%,1.80,49%,1.06,100%,35%,2.6
Josh Thomson,"5' 10""",155 lbs.,"71""",Orthodox,"Sep 21, 1978",2.59,47%,2.12,64%,1.92,39%,54%,1.3
James Thompson,"6' 5""",265 lbs.,,Orthodox,"Dec 16, 1978",5.13,52%,3.19,41%,3.14,36%,53%,1.3
Oli Thompson,"6' 1""",242 lbs.,,Orthodox,"Jan 02, 1980",1.66,46%,5.31,46%,0.00,0%,50%,0.5
Josh Thornburg,"6' 0""",170 lbs.,,,"May 24, 1984",1.20,50%,3.13,38%,2.00,66%,42%,2.0
Stephen Thompson,"6' 0""",170 lbs.,"75""",Orthodox,"Feb 11, 1983",4.24,43%,2.80,58%,0.32,45%,78%,0.0
Simeon Thoresen,"6' 1""",170 lbs.,"79""",Orthodox,"Mar 14, 1984",3.85,43%,3.85,64%,1.12,40%,50%,1.7
Gleison Tibau,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 07, 1983",1.95,31%,2.51,63%,4.08,53%,92%,0.8
Chris Tickle,"5' 9""",155 lbs.,,,"Feb 01, 1982",1.07,40%,1.13,43%,1.00,25%,20%,2.0
Nolan Ticman,"5' 6""",125 lbs.,,Orthodox,"May 17, 1988",2.57,47%,2.53,67%,0.00,0%,60%,0.0
Ryan Tobar,,155 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Brett Tillis,,145 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Andrew Todhunter,"6' 0""",185 lbs.,,Switch,"Nov 30, 1987",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Darren Till,"6' 0""",185 lbs.,"74""",Southpaw,"Dec 24, 1992",2.27,46%,2.99,58%,0.54,41%,82%,0.0
Dusko Todorovic,"6' 1""",185 lbs.,"74""",Orthodox,"May 19, 1994",7.45,62%,5.42,46%,0.53,6%,100%,0.0
Hideo Tokoro,"5' 7""",135 lbs.,,Orthodox,"Aug 22, 1977",1.78,37%,2.01,65%,0.87,34%,44%,2.3
Anatoly Tokov,"5' 10""",185 lbs.,,,"Feb 17, 1990",3.51,72%,0.54,66%,2.03,100%,100%,0.0
Tyler Toner,"5' 8""",145 lbs.,"70""",Orthodox,"Mar 31, 1983",2.95,52%,2.13,62%,0.00,0%,54%,0.4
Kazuki Tokudome,"5' 11""",155 lbs.,"73""",Southpaw,"Mar 04, 1987",2.26,41%,3.63,53%,2.00,38%,78%,0.0
Masanori Tonooka,"5' 8""",185 lbs.,,Orthodox,,0.16,5%,1.09,36%,0.00,0%,0%,0.0
James Toney,"5' 9""",220 lbs.,,Orthodox,"Aug 24, 1968",0.00,0%,2.41,27%,0.00,0%,0%,0.0
Ilia Topuria,"5' 7""",145 lbs.,"69""",Orthodox,"Jan 21, 1997",2.50,45%,1.87,68%,4.25,55%,100%,4.2
Carl Toomey,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Anthony Torres,"5' 8""",170 lbs.,,Orthodox,"Jul 31, 1978",3.54,48%,7.52,45%,0.00,0%,100%,2.2
Ronys Torres,"5' 7""",155 lbs.,,Orthodox,"Aug 13, 1975",0.87,26%,1.93,57%,4.00,47%,16%,0.5
Miguel Torres,"5' 9""",135 lbs.,"76""",Orthodox,"Jan 18, 1981",3.98,43%,1.86,74%,0.00,0%,17%,1.6
Haven Torres,,125 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Abram Torres,"5' 10""",170 lbs.,,,"Oct 29, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jose Torres,"5' 4""",125 lbs.,"65""",Orthodox,"Aug 02, 1992",4.37,36%,9.84,50%,1.28,33%,75%,0.0
Alex Torres,"5' 10""",145 lbs.,,Orthodox,"May 29, 1988",2.47,37%,2.73,69%,2.00,22%,50%,0.0
Tecia Torres,"5' 1""",115 lbs.,"60""",Orthodox,"Aug 16, 1989",4.30,47%,3.37,62%,0.68,15%,56%,0.1
Desmond Torres,"5' 6""",135 lbs.,"69""",Orthodox,"Jan 06, 1997",4.80,64%,11.78,48%,0.00,0%,100%,0.0
Salim Touahri,"5' 10""",170 lbs.,"72""",Orthodox,"Sep 28, 1989",2.60,46%,2.87,58%,0.00,0%,83%,0.0
Roberto Traven,"6' 3""",227 lbs.,,Orthodox,"Sep 16, 1968",0.92,50%,2.77,57%,0.00,0%,0%,0.0
Minoru Toyonaga,"5' 11""",195 lbs.,,Southpaw,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Alexander Trevino,,170 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Dequan Townsend,"6' 3""",205 lbs.,"79""",Orthodox,"May 11, 1986",1.23,34%,3.92,38%,0.00,0%,46%,0.0
Bryan Travers,,155 lbs.,,,"Apr 11, 1983",2.33,48%,3.93,55%,2.00,28%,63%,0.0
Francisco Trevino,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 17, 1981",2.65,42%,2.42,64%,0.97,22%,41%,0.0
Angelo Trevino,"5' 11""",170 lbs.,,Switch,"Jun 10, 1993",5.19,54%,3.90,47%,0.00,0%,100%,0.0
Damien Trites,"5' 11""",165 lbs.,,,"Aug 23, 1979",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Frank Trigg,"5' 9""",170 lbs.,"71""",Southpaw,"May 07, 1972",2.79,46%,1.90,56%,2.35,47%,75%,0.8
Michael Trizano,"5' 11""",155 lbs.,"71""",Orthodox,"Dec 31, 1991",3.02,53%,2.11,63%,0.40,50%,80%,0.8
Tor Troeng,"6' 2""",185 lbs.,,Orthodox,"Jan 25, 1983",1.16,46%,3.26,32%,0.62,7%,66%,0.3
Antonio Trocoli,"6' 5""",205 lbs.,"82""",Orthodox,"Dec 06, 1990",1.27,71%,4.56,25%,3.80,100%,100%,3.8
Aaron Trujillo,"5' 5""",125 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Francisco Trinaldo,"5' 9""",155 lbs.,"70""",Southpaw,"Aug 24, 1978",3.11,44%,2.56,60%,1.09,46%,61%,0.6
Reynaldo Trujillo,"5' 9""",155 lbs.,,,"Jan 01, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jon Tuck,"5' 11""",155 lbs.,"73""",Orthodox,"Aug 28, 1984",3.00,40%,3.74,60%,0.42,33%,50%,1.0
Arman Tsarukyan,"5' 7""",155 lbs.,"72""",Orthodox,"Oct 11, 1996",3.35,44%,1.43,62%,3.50,35%,78%,0.0
Chris Tuchscherer,"6' 2""",258 lbs.,"76""",Orthodox,"Sep 08, 1975",1.35,31%,3.17,47%,1.19,18%,0%,0.6
Abel Trujillo,"5' 8""",155 lbs.,"70""",Orthodox,"Sep 18, 1983",2.65,41%,2.31,59%,2.18,45%,40%,0.4
Gavin Tucker,"5' 6""",145 lbs.,"66""",Southpaw,"Jun 17, 1986",4.39,45%,4.28,57%,2.98,42%,53%,1.5
Tom Tuggle,"6' 2""",250 lbs.,,Orthodox,,0.00,0%,2.14,0%,32.14,100%,0%,0.0
Jumabieke Tuerxun,"5' 7""",135 lbs.,,Orthodox,"Apr 17, 1986",1.60,28%,3.08,59%,0.47,11%,66%,0.9
Blair Tugman,"6' 0""",135 lbs.,,,,2.25,53%,0.93,50%,7.50,60%,0%,0.0
Tai Tuivasa,"6' 2""",264 lbs.,"75""",Southpaw,"Mar 16, 1993",4.38,50%,3.44,50%,0.00,0%,46%,0.0
Teila Tuli,"6' 0""",430 lbs.,,Orthodox,"Jun 14, 1969",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Zubaira Tukhugov,"5' 8""",145 lbs.,"68""",Orthodox,"Jan 15, 1991",2.54,38%,2.53,63%,2.54,46%,100%,0.0
Albert Tumenov,"5' 11""",170 lbs.,"73""",Orthodox,"Dec 26, 1991",3.76,42%,3.34,58%,0.20,20%,75%,0.0
Ricky Turcios,"5' 9""",135 lbs.,"71""",Orthodox,"Jun 05, 1993",7.33,37%,4.07,64%,0.00,0%,0%,0.0
Wellington Turman,"6' 0""",185 lbs.,"72""",Orthodox,"Jul 22, 1996",2.75,42%,3.71,45%,2.63,35%,100%,0.9
Jalin Turner,"6' 3""",155 lbs.,"77""",Southpaw,"May 18, 1995",6.20,47%,4.37,45%,0.71,66%,78%,1.8
Courtney Turner,"6' 2""",170 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Alberto Uda,"6' 3""",185 lbs.,,Orthodox,"Aug 08, 1984",1.79,52%,3.49,45%,2.83,50%,66%,0.0
Marcin Tybura,"6' 3""",249 lbs.,"78""",Orthodox,"Nov 09, 1985",3.70,50%,3.25,56%,1.62,45%,82%,0.1
Austin Tweedy,"5' 9""",155 lbs.,,Orthodox,"Sep 25, 1990",4.29,66%,6.43,0%,0.00,0%,0%,0.0
Ryuki Ueyama,"5' 11""",180 lbs.,,Southpaw,"Apr 17, 1976",0.13,21%,1.40,46%,0.50,100%,0%,1.5
Christian Uflacker,"5' 11""",170 lbs.,,,"Aug 04, 1985",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Andy Uhrich,"6' 0""",170 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Carlos Ulberg,"6' 4""",205 lbs.,"77""",Orthodox,"Nov 07, 1990",15.07,62%,8.60,47%,0.00,0%,100%,0.0
Tagir Ulanbekov,"5' 7""",125 lbs.,"70""",Southpaw,"Aug 07, 1991",3.07,37%,3.13,58%,5.00,45%,50%,0.0
Zach Underwood,"6' 2""",185 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Gasan Umalatov,"5' 11""",170 lbs.,"71""",Orthodox,"Sep 11, 1982",2.23,39%,4.10,59%,0.75,17%,90%,0.0
Jeremy Umphries,,160 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Caol Uno,"5' 7""",155 lbs.,"70""",Southpaw,"May 08, 1975",1.91,49%,1.90,50%,1.95,31%,37%,0.5
Kengo Ura,"5' 9""",165 lbs.,,,"Jun 20, 1981",1.05,37%,2.38,48%,2.85,28%,50%,1.4
Hector Urbina,"5' 11""",170 lbs.,"73""",Orthodox,"Sep 17, 1987",0.97,38%,2.44,39%,0.00,0%,38%,3.8
Elias Urbina,"6' 3""",185 lbs.,"77""",Southpaw,"Oct 09, 1993",3.85,37%,6.17,50%,0.00,0%,0%,0.0
Nick Urso,"5' 6""",125 lbs.,"66""",Southpaw,"Sep 26, 1985",3.61,45%,5.06,36%,0.00,0%,0%,0.0
Yasuhiro Urushitani,"5' 5""",125 lbs.,,Southpaw,"Sep 08, 1976",3.47,39%,4.71,65%,0.00,0%,80%,0.0
Kamaru Usman,"6' 0""",170 lbs.,"76""",Switch,"May 11, 1987",4.66,54%,2.33,58%,3.22,47%,100%,0.1
Darren Uyenoyama,"5' 6""",125 lbs.,"65""",Orthodox,"Oct 15, 1979",1.34,39%,2.21,66%,1.42,33%,35%,0.7
